ID,Gender,Race,Age_at_Release,PUMA,Gang,SupervisionRiskScoreFirst,NumSupervisionLevelFirst,Edu,Dependents,PrisonOffense,PrisonYears,NumPriArrFelon,NumPriArrMisd,NumPriArrViol,NumPriArrProp,NumPriArrDrug,NumPriArrPPVch,PriArrDVch,PriArrGunch,NumPriConvFelon,NumPriConvMisd,PriConViol,NumPriConProp,NumPriConDrug,PriConPPVch,PriConDomVch,PriConvGunch,Prior_Revocations_Parole,Prior_Revocations_Probation,Condition_MH_SA,Condition_Cog_Ed,Condition_Other,Y1Crim,nY1Crim,Training_Sample,pyv
"3,535",1,1,50,7,0,6,4,2,0,Property,24,10,6,3,5,1,5,0,0,3,4,1,3,0,1,0,0,0,0,1,1,0,FALSE,TRUE,0,0.298258265
"3,536",1,1,50,5,0,4,1,3,0,Property,36,10,6,3,5,2,2,1,1,3,3,1,3,0,1,1,1,0,0,1,0,0,FALSE,TRUE,0,0.298258265
"3,539",1,0,50,4,0,6,4,2,2,Property,36,10,4,1,5,4,1,0,0,3,4,1,3,2,0,0,0,0,1,0,1,0,FALSE,TRUE,0,0.298258265
"3,542",1,1,50,2,0,2,1,2,3,Drug,12,10,6,1,5,3,5,0,0,3,2,0,3,1,1,0,0,0,0,0,1,1,FALSE,TRUE,0,0.298258265
"3,549",1,0,50,22,0,2,1,3,1,Other,24,10,6,1,5,2,5,0,0,3,4,1,3,1,1,0,0,0,0,1,1,0,FALSE,TRUE,0,0.298258265
"3,552",1,1,50,8,0,1,1,2,3,Violent/Non-Sex,12,10,4,1,5,0,5,0,0,3,3,1,3,0,1,0,0,0,0,0,0,0,TRUE,FALSE,0,0.298258265
"3,560",1,1,45,23,0,10,9,1,3,Property,36,10,2,1,5,2,4,0,0,3,2,1,3,0,1,0,0,0,0,1,0,1,FALSE,TRUE,0,0.298258265
"3,565",1,1,50,14,0,7,4,1,3,Violent/Non-Sex,48,10,6,2,5,0,5,0,1,3,2,1,3,0,1,0,0,1,0,0,0,0,FALSE,TRUE,0,0.298258265
"3,566",1,0,50,3,0,4,9,3,2,Property,48,10,6,1,3,2,4,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,FALSE,TRUE,0,0.298258265
"3,575",1,0,50,3,0,2,1,1,1,Property,24,2,6,0,1,1,3,0,0,1,4,0,1,1,0,0,0,0,0,1,1,0,FALSE,TRUE,0,0.298258265
"3,578",1,0,50,23,0,8,4,1,0,Property,36,10,1,0,5,0,1,0,0,1,0,0,3,0,0,0,0,0,0,1,0,0,FALSE,TRUE,0,0.298258265
"3,580",1,0,45,16,0,10,9,2,2,Property,24,8,5,2,1,5,1,0,1,1,2,1,1,0,0,0,1,1,0,0,0,0,FALSE,TRUE,0,0.298258265
"3,589",1,0,50,8,0,2,1,3,3,999,24,9,6,2,2,2,2,0,0,3,3,0,3,1,0,0,0,0,0,1,1,1,FALSE,TRUE,0,0.298258265
"3,592",1,1,50,11,0,4,1,3,2,999,36,10,2,3,3,5,1,0,1,3,0,0,1,2,0,0,0,0,0,1,1,0,FALSE,TRUE,0,0.298258265
"3,594",1,0,45,14,0,4,1,3,3,Property,24,10,6,1,5,5,5,1,1,3,4,0,3,2,1,1,1,0,0,1,1,0,FALSE,TRUE,0,0.298258265
"3,596",0,1,50,1,999,2,1,2,0,Other,12,8,3,1,5,1,0,0,0,3,0,0,2,0,0,0,0,0,0,1,1,0,FALSE,TRUE,0,0.298258265
"3,599",1,0,50,4,0,5,9,3,1,Violent/Non-Sex,48,6,5,2,3,0,3,1,1,3,1,1,1,0,1,0,0,1,0,1,0,1,FALSE,TRUE,0,0.298258265
"3,602",1,1,50,23,0,4,999,2,1,Violent/Non-Sex,24,10,6,0,5,5,1,0,0,3,4,0,3,2,1,0,0,0,0,1,1,0,FALSE,TRUE,0,0.298258265
"3,605",1,1,50,23,0,6,1,3,0,Property,24,10,6,3,5,5,5,0,0,3,4,1,3,1,1,0,0,0,0,0,1,0,FALSE,TRUE,0,0.298258265
"3,606",1,1,45,2,0,10,9,3,3,Property,36,10,0,0,5,1,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,TRUE,FALSE,0,0.298258265
"3,608",1,1,50,11,0,4,1,2,3,Violent/Non-Sex,24,8,1,3,2,2,1,0,0,2,3,1,1,0,0,0,0,1,0,1,0,1,FALSE,TRUE,0,0.298258265
"3,619",1,1,50,8,0,2,1,3,1,Property,24,10,6,3,5,1,5,1,0,3,3,1,3,1,1,0,0,0,0,1,0,0,FALSE,TRUE,0,0.298258265
"3,620",1,0,50,13,0,2,1,1,3,Property,12,10,6,1,5,1,4,0,1,3,3,0,3,0,1,0,0,0,1,1,0,0,FALSE,TRUE,0,0.298258265
"3,622",1,0,50,17,0,5,1,3,0,Property,24,8,6,3,5,4,5,1,0,3,4,1,3,0,1,1,0,0,0,0,1,0,FALSE,TRUE,0,0.298258265
"3,624",1,0,50,14,0,2,1,1,2,999,12,8,6,0,1,5,1,0,0,1,4,0,0,2,0,0,0,0,0,1,0,0,TRUE,FALSE,0,0.298258265
"3,637",0,0,50,4,999,6,4,2,0,Violent/Non-Sex,48,6,6,3,0,3,3,0,0,1,4,1,0,1,1,0,0,0,0,1,1,1,FALSE,TRUE,0,0.298258265
"3,640",1,1,50,19,0,1,1,1,3,999,48,3,1,0,3,0,1,0,0,3,1,0,3,0,1,0,0,0,0,0,0,0,FALSE,TRUE,0,0.298258265
"3,641",1,1,50,23,0,2,1,2,3,Property,12,10,6,3,5,1,3,0,0,3,3,1,3,0,1,0,0,0,0,1,0,0,FALSE,TRUE,0,0.298258265
"3,644",1,1,45,11,0,4,1,3,2,Violent/Non-Sex,36,10,6,3,4,3,2,1,0,3,3,1,2,1,0,0,0,0,0,1,1,1,FALSE,TRUE,0,0.298258265
"3,645",1,0,50,18,0,4,999,3,2,Property,24,7,6,1,5,0,1,0,0,3,4,1,3,0,1,0,0,0,0,1,0,0,FALSE,TRUE,0,0.298258265
"3,647",1,1,50,14,0,9,9,2,0,Drug,36,10,3,0,5,5,5,0,0,3,4,0,3,2,1,0,0,1,0,0,0,0,FALSE,TRUE,0,0.298258265
"3,648",1,0,50,20,0,7,1,3,2,Property,36,10,4,2,5,5,2,0,1,3,1,0,2,2,0,0,1,1,0,1,0,0,FALSE,TRUE,0,0.298258265
"3,649",1,0,45,25,0,8,4,2,3,Property,36,10,6,3,5,0,3,1,1,3,4,0,3,0,1,0,1,0,0,1,1,1,FALSE,TRUE,0,0.298258265
"3,657",1,0,45,8,0,2,1,1,3,999,12,5,6,3,2,1,0,0,0,3,4,0,1,1,0,0,0,0,0,1,0,0,FALSE,TRUE,0,0.298258265
"3,659",1,1,50,14,0,2,1,2,3,Other,12,10,6,1,5,1,5,0,0,2,4,0,1,0,1,0,0,0,0,1,0,0,FALSE,TRUE,0,0.298258265
"3,663",1,0,50,24,0,3,1,3,0,Drug,48,6,5,3,1,3,0,0,1,1,1,0,0,2,0,0,0,0,0,1,1,0,FALSE,TRUE,0,0.298258265
"3,666",1,0,50,17,0,2,999,3,3,Property,24,8,5,2,2,5,1,0,1,3,3,1,2,2,1,0,0,0,0,0,1,0,FALSE,TRUE,0,0.298258265
"3,670",1,1,45,18,0,8,1,3,2,Drug,48,10,6,0,2,5,5,0,1,3,2,0,1,2,0,0,0,1,0,1,0,0,FALSE,TRUE,0,0.298258265
"3,671",1,0,50,25,0,9,1,1,0,Violent/Non-Sex,36,10,6,2,5,5,5,0,0,3,4,1,3,2,1,0,0,0,0,1,0,1,FALSE,TRUE,0,0.298258265
"3,677",1,1,45,17,0,3,1,3,1,Violent/Non-Sex,24,7,2,2,3,0,1,1,0,3,1,1,2,0,1,0,0,0,0,1,1,1,FALSE,TRUE,0,0.298258265
"3,680",1,0,45,24,0,3,1,2,0,Drug,24,10,6,0,5,5,5,0,0,3,4,0,3,2,1,0,0,0,0,1,1,0,FALSE,TRUE,0,0.298258265
"3,681",1,1,45,18,0,4,1,2,0,Drug,48,10,0,0,5,4,2,0,0,3,0,0,3,0,0,0,0,0,0,1,1,0,FALSE,TRUE,0,0.298258265
"3,682",1,1,50,9,0,999,999,2,0,Property,24,10,6,3,5,2,5,0,1,3,3,1,2,1,1,0,0,0,0,1,1,0,FALSE,TRUE,0,0.298258265
"3,686",1,1,45,24,0,5,1,2,1,Violent/Non-Sex,48,10,3,3,5,3,5,0,0,3,1,1,2,1,1,0,0,1,0,0,0,0,FALSE,TRUE,0,0.298258265
"3,696",1,0,45,15,0,5,999,2,1,999,36,10,3,1,5,2,0,0,0,3,2,1,0,1,0,0,0,0,0,1,1,0,FALSE,TRUE,0,0.298258265
"3,698",1,0,45,17,0,3,9,3,3,Violent/Sex,36,8,6,3,5,1,4,1,0,3,4,1,3,0,1,1,0,0,0,0,0,1,FALSE,TRUE,0,0.298258265
"3,701",1,1,50,16,0,4,1,2,2,Other,36,10,6,3,2,4,4,0,1,3,2,0,1,2,1,0,1,0,0,1,1,0,FALSE,TRUE,0,0.298258265
"3,713",1,0,50,24,0,2,1,1,0,Drug,12,6,6,1,4,2,2,1,0,0,4,0,0,2,1,0,0,0,0,1,1,0,FALSE,TRUE,0,0.298258265
"3,714",1,1,50,10,0,2,1,2,1,Violent/Non-Sex,48,3,0,1,0,0,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,FALSE,TRUE,0,0.298258265
"3,716",1,0,50,25,0,1,9,2,3,Violent/Non-Sex,48,3,1,3,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,TRUE,FALSE,0,0.298258265
"3,717",1,1,50,7,0,2,1,2,1,999,12,9,2,1,4,4,1,0,0,3,2,0,3,0,0,0,0,0,0,1,0,0,FALSE,TRUE,0,0.298258265
"3,722",1,1,50,11,0,6,4,3,0,Violent/Non-Sex,36,10,6,3,5,5,1,0,1,3,4,1,3,2,0,0,0,0,0,1,1,1,FALSE,TRUE,0,0.298258265
"3,724",1,1,50,2,0,10,9,1,3,Property,48,10,3,1,5,0,5,0,0,3,2,0,3,0,1,0,0,1,0,0,0,0,FALSE,TRUE,0,0.298258265
"3,727",1,1,50,7,0,2,1,3,2,Property,12,10,1,0,1,1,5,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,FALSE,TRUE,0,0.298258265
"3,728",1,1,50,5,0,1,4,3,0,Violent/Non-Sex,36,10,2,1,5,3,2,0,1,3,0,0,3,1,0,0,1,0,0,1,0,0,FALSE,TRUE,0,0.298258265
"3,729",1,1,50,3,0,1,1,1,3,999,48,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,FALSE,TRUE,0,0.298258265
"3,740",1,1,50,5,0,6,4,2,0,Property,24,10,5,0,5,1,5,0,0,3,3,0,3,1,0,0,0,1,0,0,0,0,TRUE,FALSE,0,0.298258265
"3,741",1,1,50,1,0,6,9,3,3,Violent/Non-Sex,48,2,5,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,FALSE,TRUE,0,0.298258265
"3,745",1,0,50,14,0,5,1,2,0,Property,24,10,6,1,5,1,4,0,0,1,3,0,3,0,1,0,0,0,0,0,1,0,FALSE,TRUE,0,0.298258265
"3,753",1,0,50,1,0,3,1,1,2,999,24,10,4,0,5,4,4,0,0,3,1,0,3,2,0,0,0,0,0,1,0,0,FALSE,TRUE,0,0.298258265
"3,766",1,1,45,11,0,10,9,2,3,Drug,24,10,3,3,2,5,4,0,1,3,1,0,2,2,1,0,1,1,0,0,0,0,FALSE,TRUE,0,0.298258265
"3,767",1,1,45,2,0,9,9,2,2,Property,48,10,6,0,5,4,5,0,1,3,1,0,3,0,0,0,0,0,0,1,1,0,FALSE,TRUE,0,0.298258265
"3,768",1,1,50,11,0,4,1,1,0,Property,12,10,6,1,2,2,5,0,0,3,4,0,2,1,1,0,0,0,0,1,0,0,FALSE,TRUE,0,0.298258265
"3,775",1,1,45,23,0,3,999,2,3,Property,12,10,6,2,5,5,5,0,1,3,1,0,3,2,1,0,0,1,1,1,0,0,FALSE,TRUE,0,0.298258265
"3,781",1,1,50,25,0,8,4,1,0,Property,36,10,5,1,5,2,5,0,0,3,3,0,3,1,1,0,0,0,0,1,0,0,FALSE,TRUE,0,0.298258265
"3,782",1,0,50,25,0,4,1,3,1,Property,24,10,6,2,5,2,5,0,1,2,1,0,3,1,0,0,0,0,0,0,0,0,FALSE,TRUE,0,0.298258265
"3,784",0,0,50,7,999,3,1,1,0,Other,24,10,6,3,0,3,1,1,0,3,4,0,0,1,0,0,0,0,0,1,1,1,TRUE,FALSE,0,0.298258265
"3,789",1,1,45,6,0,5,1,3,1,Violent/Non-Sex,24,10,6,3,5,2,5,1,0,3,4,1,3,1,1,1,0,0,0,1,0,0,FALSE,TRUE,0,0.298258265
"3,791",1,0,50,11,0,10,9,2,0,999,36,10,6,0,5,3,5,0,0,3,4,0,3,1,1,0,0,0,1,1,0,0,FALSE,TRUE,0,0.298258265
"3,792",1,1,50,1,0,2,1,1,0,Violent/Non-Sex,24,10,6,3,3,1,5,1,0,2,4,1,1,0,0,1,0,0,0,1,1,0,FALSE,TRUE,0,0.298258265
"3,794",1,1,50,8,0,8,4,1,0,Violent/Non-Sex,48,6,3,2,4,0,3,1,0,3,3,1,3,0,1,0,0,1,0,1,0,0,FALSE,TRUE,0,0.298258265
"3,795",0,0,50,17,999,2,1,2,0,999,24,10,1,0,5,3,1,0,0,3,1,0,3,1,1,0,0,0,0,1,0,1,FALSE,TRUE,0,0.298258265
"3,799",1,0,50,24,0,3,9,1,0,999,24,4,6,1,2,0,1,0,0,2,4,1,0,0,1,0,0,0,0,1,1,1,FALSE,TRUE,0,0.298258265
"3,804",1,0,45,12,0,4,1,1,1,999,36,5,5,1,1,4,2,0,0,2,4,0,0,2,1,0,0,0,0,1,0,0,FALSE,TRUE,0,0.298258265
"3,807",1,0,50,11,0,9,9,1,2,Drug,36,2,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,FALSE,TRUE,0,0.298258265
"3,812",1,1,40,5,1,7,9,3,1,999,48,10,3,3,5,4,5,0,1,3,0,1,3,2,0,0,0,0,1,0,0,0,FALSE,TRUE,0,0.298258265
"3,815",1,1,50,22,0,6,4,3,3,Drug,36,10,6,1,5,5,5,0,0,3,4,0,1,2,0,0,0,0,0,1,1,0,TRUE,FALSE,0,0.298258265
"3,817",0,1,50,11,999,4,1,1,0,Property,24,10,6,1,5,0,5,0,0,3,4,1,3,0,1,0,0,0,0,1,0,0,FALSE,TRUE,0,0.298258265
"3,818",1,1,45,10,0,6,4,3,2,Property,12,10,6,3,5,4,5,0,1,3,4,0,3,2,1,0,0,1,0,0,1,0,FALSE,TRUE,0,0.298258265
"3,819",1,0,45,3,0,5,9,3,0,Drug,36,10,5,1,1,5,2,0,0,0,4,0,0,2,1,0,0,0,0,1,1,0,FALSE,TRUE,0,0.298258265
"3,833",1,1,50,1,0,8,4,1,0,Property,24,10,3,2,5,5,1,0,1,3,2,1,3,2,1,0,1,0,0,1,1,0,FALSE,TRUE,0,0.298258265
"3,834",1,1,50,8,0,3,999,2,0,Drug,36,10,1,0,5,2,5,0,0,3,2,0,3,1,0,0,0,0,0,1,1,0,FALSE,TRUE,0,0.298258265
"3,836",1,1,40,18,0,4,1,3,1,999,24,10,3,1,5,2,2,0,1,3,1,1,2,2,0,0,1,0,0,1,0,0,FALSE,TRUE,0,0.298258265
"3,838",1,0,45,24,1,2,1,3,3,999,12,10,4,3,5,1,2,0,0,3,0,1,3,1,1,0,0,0,0,0,1,1,FALSE,TRUE,0,0.298258265
"3,843",1,1,45,7,0,3,1,2,1,Drug,12,10,6,1,5,3,5,0,1,3,2,0,3,2,1,0,0,0,0,1,0,0,FALSE,TRUE,0,0.298258265
"3,844",1,0,40,14,0,10,9,1,2,Violent/Non-Sex,48,10,6,2,5,1,3,0,0,3,4,1,3,0,1,0,0,0,0,1,0,1,FALSE,TRUE,0,0.298258265
"3,845",1,0,40,14,0,8,4,2,0,Drug,24,10,6,0,5,4,5,1,1,2,4,1,2,2,1,1,0,0,0,1,1,0,FALSE,TRUE,0,0.298258265
"3,847",1,1,45,12,0,6,4,2,0,Violent/Non-Sex,36,10,6,3,5,0,5,0,0,3,4,1,2,0,1,0,0,0,0,0,0,1,FALSE,TRUE,0,0.298258265
"3,848",1,1,50,1,0,6,1,2,0,Property,48,10,5,3,5,3,5,0,0,3,4,1,3,1,1,0,0,0,0,1,0,0,FALSE,TRUE,0,0.298258265
"3,849",1,1,50,11,0,2,1,3,0,Property,12,10,5,3,2,5,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,0,0.298258265
"3,850",0,1,50,4,999,7,4,3,3,Drug,24,9,5,0,3,5,5,0,0,2,4,0,1,2,1,0,0,0,0,1,1,0,FALSE,TRUE,0,0.298258265
"3,851",1,0,45,12,0,4,1,3,1,Drug,24,10,6,2,5,4,5,0,1,2,3,0,2,2,1,0,0,1,0,1,0,0,FALSE,TRUE,0,0.298258265
"3,853",1,1,45,1,0,2,999,3,1,Property,12,10,6,1,5,2,5,1,1,3,2,1,3,1,0,0,0,0,1,0,1,0,FALSE,TRUE,0,0.298258265
"3,858",1,0,45,22,0,6,1,3,2,Property,24,10,6,3,5,2,5,0,0,3,4,1,3,1,1,0,0,0,1,1,1,0,FALSE,TRUE,0,0.298258265
"3,859",0,1,50,22,999,5,4,3,3,Drug,24,10,6,3,5,5,5,0,0,3,4,0,2,2,0,0,0,0,0,1,0,0,FALSE,TRUE,0,0.298258265
"3,860",1,0,45,13,0,3,1,1,3,Drug,24,9,6,3,2,5,4,1,0,1,4,1,0,2,0,1,0,0,0,1,1,0,TRUE,FALSE,0,0.298258265
"3,867",1,0,40,16,0,6,4,2,3,Property,24,10,6,0,4,2,2,0,0,3,1,0,2,1,0,0,0,0,0,1,0,0,FALSE,TRUE,0,0.298258265
"3,869",1,0,45,14,0,9,9,2,0,Property,36,10,6,0,5,5,2,0,0,3,1,0,2,1,0,0,0,0,0,1,1,0,FALSE,TRUE,0,0.298258265
"3,873",1,1,50,4,0,7,1,1,3,Property,48,6,4,3,1,5,1,0,0,3,1,0,0,2,0,0,0,0,0,1,0,0,FALSE,TRUE,0,0.298258265
"3,874",1,0,45,25,0,7,4,2,0,Property,24,10,1,2,5,1,5,0,0,3,2,1,3,0,1,0,0,0,0,1,1,0,FALSE,TRUE,0,0.298258265
"3,878",1,1,50,5,0,2,1,2,3,999,48,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,TRUE,0,0.298258265
"3,883",1,1,50,4,0,3,1,2,1,Property,48,10,6,0,5,5,5,0,0,3,4,0,3,2,1,0,0,0,0,0,0,0,FALSE,TRUE,0,0.298258265
"3,885",1,1,50,20,0,2,999,3,3,Property,12,3,6,1,1,2,0,0,0,1,4,0,1,1,0,0,0,0,0,1,0,0,FALSE,TRUE,0,0.298258265
"3,889",1,1,40,24,1,7,4,3,3,Violent/Non-Sex,36,10,6,2,5,4,5,1,0,3,4,0,2,2,1,1,0,0,0,0,1,0,FALSE,TRUE,0,0.298258265
"3,896",1,1,45,22,0,6,4,2,2,Drug,36,10,2,0,4,5,5,0,1,3,2,0,3,2,1,0,0,1,0,1,0,0,FALSE,TRUE,0,0.298258265
"3,897",1,0,50,9,1,5,1,2,3,Other,24,10,6,3,0,0,1,0,1,3,4,0,0,0,0,0,0,0,0,1,1,0,FALSE,TRUE,0,0.298258265
"3,898",1,0,40,14,0,10,9,2,3,Violent/Non-Sex,36,10,6,3,4,4,1,0,0,2,4,1,3,1,0,0,0,1,0,1,1,1,FALSE,TRUE,0,0.298258265
"3,904",1,1,45,2,0,5,1,3,3,Drug,36,9,5,2,1,4,5,0,0,3,2,1,1,2,0,0,0,0,0,1,1,0,FALSE,TRUE,0,0.298258265
"3,906",1,1,50,20,0,5,1,3,2,Violent/Non-Sex,24,10,6,3,5,0,5,1,0,3,4,1,3,0,1,0,0,0,1,0,1,1,FALSE,TRUE,0,0.298258265
"3,910",1,1,45,22,0,3,1,3,0,Drug,12,10,6,3,5,5,5,0,1,3,4,1,3,2,1,0,0,0,0,1,0,1,FALSE,TRUE,0,0.298258265
"3,911",1,1,45,17,0,5,1,3,3,Drug,24,8,6,1,0,5,2,0,0,3,1,0,0,2,0,0,0,0,0,0,1,0,FALSE,TRUE,0,0.298258265
"3,915",1,1,50,8,0,5,1,1,0,Property,24,10,6,2,5,5,5,0,0,3,4,1,2,2,1,0,0,0,0,1,1,0,FALSE,TRUE,0,0.298258265
"3,920",1,0,40,8,0,7,4,3,3,Property,36,6,0,2,3,0,1,0,1,0,0,0,2,0,0,0,1,0,0,1,0,0,FALSE,TRUE,0,0.298258265
"3,921",1,1,45,21,0,5,1,3,0,Drug,24,10,6,1,2,5,5,0,0,3,4,1,1,2,1,0,0,1,0,1,1,0,FALSE,TRUE,0,0.298258265
"3,931",1,1,50,5,0,1,1,2,2,Other,12,9,6,0,3,5,2,0,1,3,4,0,1,2,1,0,1,0,0,0,0,0,FALSE,TRUE,0,0.298258265
"3,936",1,0,50,7,0,1,1,2,0,Property,36,10,6,1,5,3,1,0,0,3,3,0,3,1,0,0,0,1,0,1,1,0,FALSE,TRUE,0,0.298258265
"3,938",1,1,50,23,0,6,4,1,3,Property,24,10,6,3,5,5,4,0,0,3,4,1,3,2,0,0,0,0,1,1,1,0,FALSE,TRUE,0,0.298258265
"3,942",1,0,45,22,0,7,9,2,1,Violent/Non-Sex,48,10,3,3,5,4,1,0,0,3,3,1,3,2,1,0,0,0,0,1,1,1,FALSE,TRUE,0,0.298258265
"3,943",1,0,50,9,0,3,1,2,0,Property,12,4,1,0,4,0,0,0,0,1,2,0,3,0,0,0,0,0,0,1,0,0,TRUE,FALSE,0,0.298258265
"3,945",1,1,45,24,0,8,4,1,3,Drug,24,6,2,3,1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE,TRUE,0,0.298258265
"3,946",1,1,45,6,0,3,999,1,2,Property,12,10,6,3,5,2,5,1,0,3,4,1,3,0,1,1,0,0,0,0,0,0,FALSE,TRUE,0,0.298258265
"3,951",1,1,45,22,0,8,4,3,2,Drug,24,10,6,0,5,5,5,0,0,3,4,0,3,2,1,0,0,0,0,1,0,0,FALSE,TRUE,0,0.298258265
"3,956",1,0,50,17,0,3,1,2,2,Drug,12,10,6,1,3,3,4,0,1,3,4,1,2,0,1,0,0,0,0,0,1,0,FALSE,TRUE,0,0.298258265
"3,959",1,1,40,19,0,3,1,2,1,Other,12,4,3,1,1,1,1,0,1,2,0,1,0,0,0,0,1,0,0,1,0,0,FALSE,TRUE,0,0.298258265
"3,963",1,1,40,8,1,1,9,1,2,Violent/Non-Sex,48,10,6,3,1,5,3,0,1,0,4,0,0,2,1,0,1,0,0,1,1,0,FALSE,TRUE,0,0.298258265
"3,964",1,1,40,11,0,9,9,3,3,Violent/Non-Sex,48,10,6,3,5,2,2,0,1,3,3,1,2,0,0,1,0,0,0,1,1,0,FALSE,TRUE,0,0.298258265
"3,965",0,1,50,22,999,5,1,3,3,Property,24,10,3,0,5,2,5,0,0,3,2,0,3,0,1,0,0,0,0,1,1,0,FALSE,TRUE,0,0.298258265
"3,970",1,0,50,16,0,2,1,3,0,Property,12,10,4,2,5,2,2,0,1,3,3,0,3,0,1,0,1,0,0,1,0,0,FALSE,TRUE,0,0.298258265
"3,972",1,1,50,20,0,3,1,3,2,Property,24,10,3,0,5,0,2,0,0,3,2,0,3,0,0,0,0,0,0,1,1,0,FALSE,TRUE,0,0.298258265
"3,981",1,0,45,1,0,2,1,1,2,Violent/Non-Sex,12,7,6,3,5,1,5,1,0,1,4,1,1,1,0,1,0,0,0,1,1,0,FALSE,TRUE,0,0.298258265
"3,986",1,1,50,19,0,3,1,1,3,Violent/Non-Sex,24,10,6,3,4,4,5,1,1,3,4,0,3,1,1,0,0,0,0,1,1,1,FALSE,TRUE,0,0.298258265
"3,987",1,1,40,18,0,7,9,2,3,Property,36,10,6,3,2,5,5,1,1,3,4,0,2,2,0,0,1,0,0,0,1,1,FALSE,TRUE,0,0.298258265
"3,988",0,0,50,19,999,2,1,3,0,Property,12,10,5,0,5,0,5,0,0,3,1,0,3,0,0,0,0,0,1,1,0,0,FALSE,TRUE,0,0.298258265
"3,989",0,1,45,3,999,5,1,1,1,Property,24,10,1,2,1,5,5,0,0,3,1,0,1,2,1,0,0,0,0,1,1,0,FALSE,TRUE,0,0.298258265
"3,993",1,1,40,8,1,3,9,3,2,Other,12,5,2,0,1,1,1,0,0,3,1,0,0,1,0,0,0,0,1,0,0,1,FALSE,TRUE,0,0.298258265
"3,995",1,1,40,8,1,3,999,3,1,Drug,12,10,2,0,5,3,5,0,0,2,1,0,1,2,0,0,0,0,0,1,0,0,FALSE,TRUE,0,0.298258265
"3,997",1,0,40,17,0,9,9,2,3,Drug,48,10,6,2,5,3,5,1,0,3,4,1,3,2,1,1,0,1,0,0,0,0,FALSE,TRUE,0,0.298258265
"4,010",0,1,50,17,999,3,999,1,2,999,24,9,6,0,5,4,5,0,0,3,4,0,3,2,1,0,0,0,1,1,0,1,FALSE,TRUE,0,0.298258265
"4,020",1,1,40,7,1,10,9,2,2,999,24,9,1,0,4,1,3,0,0,3,2,0,3,1,0,0,0,0,1,0,0,1,FALSE,TRUE,0,0.298258265
"4,021",1,1,40,3,0,6,4,2,1,Violent/Non-Sex,36,10,4,3,5,2,2,0,1,3,4,1,3,2,1,0,0,0,1,1,1,1,FALSE,TRUE,0,0.298258265
"4,027",1,0,50,18,0,4,1,2,1,Violent/Non-Sex,24,2,6,2,0,1,5,0,1,1,4,1,0,0,1,1,0,1,0,0,1,0,FALSE,TRUE,0,0.298258265
"4,028",1,0,40,4,0,3,1,3,1,Violent/Non-Sex,12,10,6,0,5,2,5,1,0,3,4,0,3,2,0,1,0,0,0,1,0,0,FALSE,TRUE,0,0.298258265
"4,030",1,0,45,8,0,4,1,2,3,Property,24,10,6,1,5,1,2,0,0,3,4,0,3,0,0,0,0,0,0,1,1,0,FALSE,TRUE,0,0.298258265
"4,031",1,1,40,25,0,6,9,2,2,Property,48,7,5,0,5,1,4,0,1,2,4,0,3,0,1,0,0,0,0,0,0,0,TRUE,FALSE,0,0.298258265
"4,037",0,1,50,14,999,3,999,3,0,Violent/Non-Sex,12,10,6,3,5,2,3,1,0,3,4,1,3,1,1,0,0,0,0,1,0,0,FALSE,TRUE,0,0.298258265
"4,044",1,0,45,8,0,6,4,2,3,Drug,24,10,6,0,3,5,4,0,1,3,1,0,3,2,0,0,0,1,0,0,0,0,FALSE,TRUE,0,0.298258265
"4,046",1,1,35,8,0,8,4,2,2,Violent/Non-Sex,24,4,2,1,1,2,0,0,1,3,1,1,2,1,0,0,1,1,0,0,0,0,FALSE,TRUE,0,0.298258265
"4,049",1,0,40,14,0,5,999,2,0,Drug,36,9,5,1,2,5,4,0,1,2,3,0,0,2,1,0,0,0,0,1,1,1,FALSE,TRUE,0,0.298258265
"4,053",1,1,40,3,0,5,1,3,3,Property,24,10,6,1,5,4,5,0,0,3,2,1,2,2,0,0,0,1,0,1,1,0,FALSE,TRUE,0,0.298258265
"4,054",1,1,35,10,0,3,1,3,0,Property,12,6,6,3,5,0,1,1,0,2,4,1,2,0,1,0,0,0,0,0,0,0,FALSE,TRUE,0,0.298258265
"4,055",1,1,50,8,0,2,9,1,2,Property,48,3,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,FALSE,TRUE,0,0.298258265
"4,066",1,1,40,9,0,3,1,2,2,Drug,12,10,6,2,5,1,5,1,1,2,1,0,3,0,0,0,0,0,0,1,0,0,FALSE,TRUE,0,0.298258265
